events,date
"[{'type': '签订合同/订立协议', 'offset': [188, 190], 'trigger': '签订', 'arguments': [{'mention': '约1.4亿元', 'offset': [206, 212], 'role': '融资金额'}, {'mention': '拓璞电器', 'offset': [159, 163], 'role': '融资方'}, {'mention': '泰伦化妆品包装', 'offset': [169, 176], 'role': '融资方'}, {'mention': '6月21日', 'offset': [0, 5], 'role': '时间'}, {'mention': '三华科技', 'offset': [164, 168], 'role': '融资方'}, {'mention': '恒利体育材料', 'offset': [177, 183], 'role': '融资方'}]}, {'type': '支付/给付', 'offset': [191, 193], 'trigger': '贷款', 'arguments': [{'mention': '约1.4亿元', 'offset': [206, 212], 'role': '融资金额'}, {'mention': '恒利体育材料', 'offset': [177, 183], 'role': '融资方'}, {'mention': '拓璞电器', 'offset': [159, 163], 'role': '融资方'}, {'mention': '泰伦化妆品包装', 'offset': [169, 176], 'role': '融资方'}, {'mention': '6月21日', 'offset': [0, 5], 'role': '时间'}, {'mention': '三华科技', 'offset': [164, 168], 'role': '融资方'}]}]",
,2022-06-22
"[{'type': '投资', 'offset': [123, 125], 'trigger': '发行', 'arguments': [{'mention': '汇丰银行', 'offset': [25, 29], 'role': '发布方'}, {'mention': '2021年', 'offset': [195, 200], 'role': '时间'}]}]",
,2022-06-21
[],
,2022-06-21
"[{'type': '要求/请求', 'offset': [161, 163], 'trigger': '建议', 'arguments': [{'mention': '环境信息披露', 'offset': [6, 12], 'role': '发布产品'}]}]",
,2022-06-21
"[{'type': '投资', 'offset': [33, 35], 'trigger': '投资', 'arguments': [{'mention': '绿色氢', 'offset': [13, 16], 'role': '投资-obj'}]}, {'type': '制造', 'offset': [510, 512], 'trigger': '生产', 'arguments': [{'mention': '绿色氢', 'offset': [13, 16], 'role': '投资-obj'}]}, {'type': '制造', 'offset': [80, 82], 'trigger': '开发', 'arguments': [{'mention': '绿色氢', 'offset': [13, 16], 'role': '投资-obj'}]}]",
,2022-06-20
"[{'type': '买卖', 'offset': [26, 28], 'trigger': '交易', 'arguments': [{'mention': '辽宁大学环境经济研究所、辽宁省金融研究中心、辽宁中环资源环境研究有限公司等单位联合编制的《辽宁省陆地生态系统碳源/汇核算及空间格局分布研究报告》', 'offset': [155, 227], 'role': '发布方'}, {'mention': '近日', 'offset': [151, 153], 'role': '时间'}, {'mention': '由辽宁大学环境经济研究所、辽宁省金融研究中心、辽宁中环资源环境研究有限公司等单位联合编制的《辽宁省陆地生态系统碳源/汇核算及空间格局分布研究报告》', 'offset': [154, 227], 'role': '发布产品'}]}]",
,2022-06-20
[],
,2022-06-20
"[{'type': '支付/给付', 'offset': [43, 45], 'trigger': '给予', 'arguments': []}]",
,2022-06-20
[],
,2022-06-17
"[{'type': '股份股权转让', 'offset': [21, 23], 'trigger': '发行', 'arguments': [{'mention': '北京银行', 'offset': [8, 12], 'role': '股份股权转让-target-company'}, {'mention': '90亿元', 'offset': [62, 66], 'role': '股份股权转让-money'}, {'mention': '6月16日晚', 'offset': [0, 6], 'role': '股份股权转让-date'}, {'mention': '债券', 'offset': [36, 38], 'role': '股份股权转让-collateral'}, {'mention': '北京银行', 'offset': [8, 12], 'role': '股份股权转让-obj-org'}]}, {'type': '投资', 'offset': [21, 23], 'trigger': '发行', 'arguments': [{'mention': '债券', 'offset': [36, 38], 'role': '股份股权转让-collateral'}, {'mention': '北京银行', 'offset': [8, 12], 'role': '股份股权转让-obj-org'}, {'mention': '6月16日晚', 'offset': [0, 6], 'role': '股份股权转让-date'}, {'mention': '北京银行', 'offset': [8, 12], 'role': '股份股权转让-target-company'}, {'mention': '90亿元', 'offset': [62, 66], 'role': '股份股权转让-money'}]}]",
,2022-06-17
"[{'type': '通知/提醒', 'offset': [9, 11], 'trigger': '发布', 'arguments': [{'mention': '银行业保险业绿色金融指引', 'offset': [13, 25], 'role': '发布产品'}, {'mention': '中国银保监会', 'offset': [3, 9], 'role': '发布方'}, {'mention': '6月1日', 'offset': [36, 40], 'role': '时间'}]}]",
,2022-06-17
"[{'type': '介绍/引荐', 'offset': [580, 582], 'trigger': '介绍', 'arguments': [{'mention': '日前', 'offset': [17, 19], 'role': '时间'}, {'mention': '中央财经大学绿色金融国际研究院院长王遥', 'offset': [29, 48], 'role': '约谈发起方'}]}]",
,2022-06-17
"[{'type': '投资', 'offset': [159, 161], 'trigger': '投资', 'arguments': [{'mention': '富兰克林MSCI中国巴黎气候ETF', 'offset': [31, 48], 'role': '发布产品'}, {'mention': '富兰克林邓普顿', 'offset': [12, 19], 'role': '发布方'}, {'mention': '两年前', 'offset': [288, 291], 'role': '时间'}]}, {'type': '股份股权转让', 'offset': [135, 137], 'trigger': '上市', 'arguments': [{'mention': '富兰克林MSCI中国巴黎气候ETF', 'offset': [31, 48], 'role': '发布产品'}, {'mention': '两年前', 'offset': [288, 291], 'role': '时间'}, {'mention': '富兰克林邓普顿', 'offset': [12, 19], 'role': '发布方'}]}]",
,2022-06-16
"[{'type': '支付/给付', 'offset': [177, 179], 'trigger': '结算', 'arguments': [{'mention': '由武汉市生态环境局和武昌区人民政府共同举办的武汉市2022年全国低碳日主题宣传活动', 'offset': [6, 47], 'role': '活动名称'}, {'mention': '华中小龟山金融文化公园', 'offset': [48, 59], 'role': '地点'}, {'mention': '6月15日', 'offset': [0, 5], 'role': '时间'}]}, {'type': '介绍/引荐', 'offset': [43, 45], 'trigger': '宣传', 'arguments': [{'mention': '由武汉市生态环境局和武昌区人民政府共同举办的武汉市2022年全国低碳日主题宣传活动', 'offset': [6, 47], 'role': '活动名称'}, {'mention': '华中小龟山金融文化公园', 'offset': [48, 59], 'role': '地点'}, {'mention': '6月15日', 'offset': [0, 5], 'role': '时间'}]}]",
,2022-06-15
"[{'type': '投资', 'offset': [179, 181], 'trigger': '投资', 'arguments': [{'mention': '风力发电等清洁能源类项目', 'offset': [151, 163], 'role': '股份股权转让-target-company'}, {'mention': '工商银行', 'offset': [5, 9], 'role': '股份股权转让-obj-org'}, {'mention': '100亿元', 'offset': [22, 27], 'role': '股份股权转让-money'}, {'mention': '债券', 'offset': [34, 36], 'role': '股份股权转让-collateral'}, {'mention': '近3倍', 'offset': [198, 201], 'role': '股份股权转让-proportion'}]}, {'type': '股份股权转让', 'offset': [19, 21], 'trigger': '发行', 'arguments': [{'mention': '100亿元', 'offset': [22, 27], 'role': '股份股权转让-money'}, {'mention': '债券', 'offset': [34, 36], 'role': '股份股权转让-collateral'}, {'mention': '风力发电等清洁能源类项目', 'offset': [151, 163], 'role': '股份股权转让-target-company'}, {'mention': '工商银行', 'offset': [5, 9], 'role': '股份股权转让-obj-org'}, {'mention': '近3倍', 'offset': [198, 201], 'role': '股份股权转让-proportion'}]}]",
,2022-06-15
"[{'type': '减持', 'offset': [15, 17], 'trigger': '减排', 'arguments': [{'mention': '近日', 'offset': [0, 2], 'role': '时间'}, {'mention': '光大银行', 'offset': [5, 9], 'role': '发布方'}, {'mention': '碳减排贷款', 'offset': [14, 19], 'role': '发布产品'}]}]",
,2022-06-15
"[{'type': '要求/请求', 'offset': [76, 78], 'trigger': '指导', 'arguments': [{'mention': '江苏银行业保险业深化绿色金融服务行动方案', 'offset': [13, 33], 'role': '发布产品'}, {'mention': '江苏银保监局', 'offset': [3, 9], 'role': '发布方'}, {'mention': '近日', 'offset': [0, 2], 'role': '时间'}]}, {'type': '要求/请求', 'offset': [294, 296], 'trigger': '要求', 'arguments': [{'mention': '江苏银保监局', 'offset': [3, 9], 'role': '发布方'}, {'mention': '江苏银行业保险业深化绿色金融服务行动方案', 'offset': [13, 33], 'role': '发布产品'}, {'mention': '近日', 'offset': [0, 2], 'role': '时间'}]}]",
,2022-06-14
"[{'type': '提供', 'offset': [190, 192], 'trigger': '提供', 'arguments': [{'mention': '自碳减排支持工具政策实施以来', 'offset': [243, 257], 'role': '时间'}, {'mention': '碳减排支持工具', 'offset': [90, 97], 'role': '发布产品'}, {'mention': '中国人民银行天津分行', 'offset': [5, 15], 'role': '发布方'}]}]",
,2022-06-14
"[{'type': '介绍/引荐', 'offset': [16, 19], 'trigger': '宣传周', 'arguments': [{'mention': '6月13日', 'offset': [0, 5], 'role': '时间'}, {'mention': '上海市经信委和发改委', 'offset': [142, 152], 'role': '发布方'}, {'mention': '上海市工业和通信业节能降碳“百一”行动计划(2022-2025)', 'offset': [157, 189], 'role': '发布产品'}]}, {'type': '介绍/引荐', 'offset': [16, 18], 'trigger': '宣传', 'arguments': [{'mention': '上海市经信委和发改委', 'offset': [142, 152], 'role': '发布方'}, {'mention': '上海市工业和通信业节能降碳“百一”行动计划(2022-2025)', 'offset': [157, 189], 'role': '发布产品'}, {'mention': '6月13日', 'offset': [0, 5], 'role': '时间'}]}]",
,2022-06-14
"[{'type': '签订合同/订立协议', 'offset': [113, 115], 'trigger': '签订', 'arguments': [{'mention': '吉林银行白城分行', 'offset': [105, 113], 'role': '股份股权转让-target-company'}, {'mention': '吉林银行', 'offset': [4, 8], 'role': '股份股权转让-obj-org'}]}, {'type': '租用/借用', 'offset': [72, 74], 'trigger': '贷款', 'arguments': [{'mention': '吉林银行白城分行', 'offset': [105, 113], 'role': '股份股权转让-target-company'}, {'mention': '吉林银行', 'offset': [4, 8], 'role': '股份股权转让-obj-org'}]}]",
,2022-06-14
"[{'type': '投资', 'offset': [94, 98], 'trigger': '募集资金', 'arguments': [{'mention': '5亿美元绿色债券', 'offset': [85, 93], 'role': '发布产品'}, {'mention': '中国银行法兰克福分行', 'offset': [62, 72], 'role': '发布方'}, {'mention': '6月9日', 'offset': [57, 61], 'role': '时间'}]}, {'type': '买入', 'offset': [133, 135], 'trigger': '认购', 'arguments': [{'mention': '6月9日', 'offset': [57, 61], 'role': '时间'}, {'mention': '中国银行法兰克福分行', 'offset': [62, 72], 'role': '发布方'}, {'mention': '5亿美元绿色债券', 'offset': [85, 93], 'role': '发布产品'}]}]",
,2022-06-14
"[{'type': '减持', 'offset': [15, 17], 'trigger': '减排', 'arguments': [{'mention': '近日', 'offset': [0, 2], 'role': '时间'}, {'mention': '光大银行', 'offset': [5, 9], 'role': '发布方'}, {'mention': '碳减排贷款', 'offset': [14, 19], 'role': '发布产品'}]}]",
,2022-06-13
"[{'type': '投资', 'offset': [145, 147], 'trigger': '投资', 'arguments': [{'mention': '中国银保监会', 'offset': [246, 252], 'role': '约谈发起方'}, {'mention': '近日', 'offset': [0, 2], 'role': '时间'}, {'mention': '民生银行渠道代销的ESG保险资管产品——“国寿资产-稳利ESG主题精选2209保险资产管理产品”', 'offset': [8, 56], 'role': '约谈对象'}]}]",
,2022-06-13
"[{'type': '要求/请求', 'offset': [52, 54], 'trigger': '要求', 'arguments': [{'mention': '银保监会', 'offset': [17, 21], 'role': '发布方'}, {'mention': '近日', 'offset': [15, 17], 'role': '时间'}, {'mention': '银行业保险业绿色金融指引', 'offset': [26, 38], 'role': '发布产品'}]}]",
,2022-06-12
"[{'type': '签订合同/订立协议', 'offset': [32, 34], 'trigger': '签订', 'arguments': [{'mention': '华懋集团', 'offset': [11, 15], 'role': '股份股权转让-obj-org'}, {'mention': '恒生银行', 'offset': [0, 4], 'role': '股份股权转让-obj-org'}, {'mention': '10日', 'offset': [27, 30], 'role': '股份股权转让-date'}, {'mention': '华懋', 'offset': [11, 13], 'role': '股份股权转让-target-company'}, {'mention': '港币10亿元', 'offset': [34, 40], 'role': '股份股权转让-money'}]}, {'type': '租用/借用', 'offset': [49, 51], 'trigger': '贷款', 'arguments': [{'mention': '港币10亿元', 'offset': [34, 40], 'role': '股份股权转让-money'}, {'mention': '恒生银行', 'offset': [0, 4], 'role': '股份股权转让-obj-org'}, {'mention': '华懋集团', 'offset': [11, 15], 'role': '股份股权转让-obj-org'}, {'mention': '华懋', 'offset': [11, 13], 'role': '股份股权转让-target-company'}, {'mention': '10日', 'offset': [27, 30], 'role': '股份股权转让-date'}]}]",
,2022-06-10
"[{'type': '支付/给付', 'offset': [27, 29], 'trigger': '汇款', 'arguments': [{'mention': '远景科技集团', 'offset': [12, 18], 'role': '约谈对象'}, {'mention': '近日', 'offset': [0, 2], 'role': '时间'}, {'mention': '中信银行南京分行下辖无锡分行', 'offset': [186, 200], 'role': '约谈发起方'}]}]",
,2022-06-10
"[{'type': '投资', 'offset': [11, 13], 'trigger': '投资', 'arguments': []}]",
,2022-06-10
"[{'type': '投资', 'offset': [84, 86], 'trigger': '投资', 'arguments': [{'mention': '中国央行', 'offset': [16, 20], 'role': '投资-obj'}, {'mention': '中国央行原行长周小川', 'offset': [16, 26], 'role': '投资-sub'}, {'mention': 'IFF2022年春季会议', 'offset': [30, 42], 'role': '投资-date'}]}, {'type': '组织/安排', 'offset': [76, 78], 'trigger': '组织', 'arguments': [{'mention': '中国央行', 'offset': [16, 20], 'role': '投资-obj'}, {'mention': '中国央行原行长周小川', 'offset': [16, 26], 'role': '投资-sub'}, {'mention': 'IFF2022年春季会议', 'offset': [30, 42], 'role': '投资-date'}]}]",
,2022-06-10
"[{'type': '投资', 'offset': [196, 198], 'trigger': '投资', 'arguments': [{'mention': '近日', 'offset': [155, 157], 'role': '时间'}, {'mention': '国际金融论坛(IFF)2022年春季', 'offset': [160, 178], 'role': '地点'}, {'mention': '国际金融论坛(IFF)2022年春季会议', 'offset': [160, 180], 'role': '活动名称'}]}, {'type': '要求/请求', 'offset': [234, 236], 'trigger': '提出', 'arguments': [{'mention': '国际金融论坛(IFF)2022年春季', 'offset': [160, 178], 'role': '地点'}, {'mention': '国际金融论坛(IFF)2022年春季会议', 'offset': [160, 180], 'role': '活动名称'}, {'mention': '近日', 'offset': [155, 157], 'role': '时间'}]}]",
,2022-06-10
"[{'type': '股份股权转让', 'offset': [61, 63], 'trigger': '发行', 'arguments': [{'mention': '上交所', 'offset': [141, 144], 'role': '发布方'}, {'mention': '近期', 'offset': [145, 147], 'role': '时间'}]}, {'type': '投资', 'offset': [16, 18], 'trigger': '融资', 'arguments': [{'mention': '近期', 'offset': [145, 147], 'role': '时间'}, {'mention': '上交所', 'offset': [141, 144], 'role': '发布方'}]}]",
,2022-06-10
"[{'type': '通知/提醒', 'offset': [209, 211], 'trigger': '上报', 'arguments': [{'mention': '环境保护监管资金568万元', 'offset': [77, 90], 'role': '奖项'}, {'mention': '自然资源生态保护资金162万元', 'offset': [91, 106], 'role': '奖项'}, {'mention': '应对气候变化及低碳发展资金640万元', 'offset': [107, 125], 'role': '奖项'}, {'mention': '截至5月底', 'offset': [0, 5], 'role': '时间'}, {'mention': '生态环境专项资金', 'offset': [18, 26], 'role': '奖项'}]}, {'type': '支付/给付', 'offset': [14, 16], 'trigger': '争取', 'arguments': [{'mention': '环境保护监管资金568万元', 'offset': [77, 90], 'role': '奖项'}, {'mention': '应对气候变化及低碳发展资金640万元', 'offset': [107, 125], 'role': '奖项'}, {'mention': '自然资源生态保护资金162万元', 'offset': [91, 106], 'role': '奖项'}, {'mention': '生态环境专项资金', 'offset': [18, 26], 'role': '奖项'}, {'mention': '截至5月底', 'offset': [0, 5], 'role': '时间'}]}]",
,2022-06-09
"[{'type': '支付/给付', 'offset': [51, 53], 'trigger': '发放', 'arguments': [{'mention': '今年5月', 'offset': [120, 124], 'role': '投资-date'}, {'mention': '华电青岛发电有限公司', 'offset': [41, 51], 'role': '投资-obj'}, {'mention': '交通银行青岛分行', 'offset': [14, 22], 'role': '投资-sub'}, {'mention': '1.15亿元', 'offset': [53, 59], 'role': '投资-money'}]}]",
,2022-06-09
"[{'type': '质押', 'offset': [36, 38], 'trigger': '质押', 'arguments': [{'mention': '5000万元', 'offset': [46, 52], 'role': '质押-money'}, {'mention': '某央企在赣子公司', 'offset': [128, 136], 'role': '质押-sub-org'}, {'mention': '碳排放权', 'offset': [32, 36], 'role': '质押-collateral'}, {'mention': '民生银行南昌分行', 'offset': [3, 11], 'role': '质押-obj-org'}]}]",
